,title,rating,format,genre
1747,힙한남자,9.9,0,0
1748,A.I. 닥터,9.97,0,2
1749,AA,9.68,0,0
1750,AI가 세상을 지배한다면,9.95,1,1
1751,B와 D사이의 C,9.26,0,2
1752,D.P 개의날,9.9,0,2
1753,DARK MOON: 달의 ...,9.46,0,1
1754,DEY 호러채널,9.95,1,5
1755,DEY 호러채널(일반판),9.82,1,5
1756,Doll 체인지,9.97,0,1
1757,ENT.,9.25,0,0
1758,EVE,9.86,0,1
1759,FM보이,9.96,0,0
1760,Here U Are,9.68,0,0
1761,Ho!,9.97,0,2
1762,LOST,9.53,0,5
1763,MLB카툰,8.04,2,3
1764,MODERN BOYS,9.57,0,2
1765,MY OH,9.96,0,2
1766,MZ,9.94,0,6
1767,MZ-레이징 인페르노,9.98,0,6
1768,MZ-퓨어 이블,9.97,0,6
1769,NG불가,9.96,0,0
1770,N의등대-busted,9.87,0,5
1771,N의등대-thecalling,9.79,0,5
1772,N의등대-눈의등대,9.91,0,5
1773,N의등대-도망자,9.74,0,5
1774,"OH, MY GOD!",9.94,0,1
1775,Penguin loves ...,9.96,2,7
1776,POGO 공포단편선 - 혼집,9.91,0,5
1777,R-X,5.49,0,6
1778,SM 플레이어,9.92,0,4
1779,S라인,9.85,1,1
1780,THE 런웨이,9.79,0,0
1781,W : 너와 나의 세계,9.79,0,0
1782,wish-마녀의 시간,9.84,0,1
1783,XXX,8.36,0,5
1784,Yes my boss(예스...,9.97,2,2
1785,100,9.7,0,6
1786,102030,8.97,0,7
1787,10월 28일,9.57,0,5
1788,11me,9.88,0,2
1789,12차원 소년들,9.89,1,4
1790,"17살, 그 여름날의 기적",9.89,0,2
1791,1을 줄게,9.96,0,0
1792,1인용 기분,9.97,2,8
1793,1초,9.97,0,2
1794,1학년 9반,9.87,0,5
1795,2-3승강장,9.77,0,5
1796,2011 루키 단편선,9.81,2,2
1797,2011 미스테리 단편,8.44,1,5
1798,2012 루키 단편선,9.49,1,2
1799,2012 지구가 멸망한다면?,9.26,1,1
1800,2013 루키 단편선,9.81,1,2
1801,2013 전설의고향,9.21,1,5
1802,"2014 네이버 웹툰, 왓...",9.69,1,7
1803,2014 루키 단편선,9.9,1,2
1804,2015 루키 단편선,9.92,1,2
1805,2015 사이,9.88,1,0
1806,2015 소름,9.83,1,5
1807,2015 우주특집 단편,9.54,1,1
1808,2016 루키 단편선,9.94,1,2
1809,2016 비명,9.14,1,5
1810,2016 학교 다녀오겠습니다,9.41,2,7
1811,2017 루키 단편선,9.88,1,2
1812,2017 멋진 신세계,9.93,1,5
1813,2017 사이다를 부탁해!,9.78,1,7
1814,2018 루키 단편선,9.89,1,2
1815,2018 재생금지,9.67,0,5
1816,2019 귀신사용설명서 -...,9.29,0,5
1817,2019 루키 단편선,9.88,2,2
1818,2019 병영일기,9.83,2,4
1819,2020 최애캐의 MBTI,9.65,2,7
1820,2020 호랑 공포 단편선,9.87,1,5
1821,"2021 최애캐 안녕, 잘...",9.88,2,2
1822,2022 그걸 네가 왜!,9.84,2,0
1823,2022 서브병에 빠지다!,9.88,2,4
1824,203호 저승사자,9.91,2,4
1825,27-10,9.93,2,2
1826,2D남친 별책부록,9.82,2,0
1827,2인용 인간,9.86,2,1
1828,2호선 세입자,9.9,0,2
1829,30일 후,9.29,0,2
1830,35cm,9.5,0,0
1831,38의 살인,9.84,0,5
1832,3cm 헌터,9.84,0,1
1833,3P,9.93,0,1
1834,3단합체김창남,9.95,0,2
1835,3인칭,9.94,2,2
1836,4층복도끝천국,9.77,0,0
1837,5kg을 위하여,9.57,0,2
1838,66666년 만에 환생한 ...,9.93,0,1
1839,6월의 라벤더,9.93,0,8
1840,7FATES: CHAKHO,8.13,0,1
1841,7아이언,9.49,0,2
1842,8월의 눈보라,9.36,0,0
1843,99강화나무몽둥이,9.7,0,1
1844,9등급 뒤집기,9.27,0,2
1845,[드라마원작] 간 떨어지는...,9.97,0,0
1846,[드라마원작] 유미의 세포들,9.93,2,0
1847,[드라마원작] 지옥,9.83,2,5
1848,[드라마원작] 모범택시,9.9,0,5
1849,[드라마원작] 스위트홈,9.97,0,5
1850,[드라마원작] 치즈인더트랩,9.99,0,0
1851,[드라마원작] 알고있지만,9.97,0,0
1852,[드라마원작] 쌉니다 천리...,9.98,0,4
1853,[드라마원작] 한번 더 해요,9.91,0,2
1854,[드라마원작] 내 ID는 ...,9.83,0,0
1855,[드라마원작] 지금 우리 ...,9.56,0,5
1856,오디네리 피플,9.5,2,7
1857,너구리네 육아일기,9.78,2,7
1858,매우의 방콕 생활일기,9.94,2,7
1859,하나의 시간,9.76,2,7
1860,아빠는 N살,9.91,2,7
1861,로로의 일본생활 다이어리,9.84,2,7
1862,우주동물원,9.73,0,7
1863,육식 토끼,9.81,0,7
1864,유산은 처음이라,9.62,2,7
1865,기후위기인간,9.9,1,7
1866,찬란의 날,9.84,0,7
1867,나는 마요 집사로소이다,9.86,2,7
1868,나는 엄마다,9.79,0,7
1869,육아도 경력이 될 수 있다면,9.7,2,7
1870,낯가리는 관종,9.83,2,7
1871,오늘의 난,9.37,1,7
1872,과학고 생존일지,9.82,2,7
1873,채똘일기,9.61,2,7
1874,여대생존기,9.89,2,7
1875,스물마흔다섯 살  -시즌1-,9.82,2,7
1876,굥이의 하루,9.67,2,7
1877,날림생활기,9.85,2,7
1878,재테크는 스크루지,9.72,2,7
1879,일상견문록,9.89,2,7
1880,고고고,9.9,2,7
1881,집에서 뒹굴뒹굴,9.88,2,7
1882,깨끗한 사람은 없다!,8.32,2,7
1883,좌충우돌 미대생존기,9.65,2,7
1884,핫캣일기,9.83,2,7
1885,파운드캣,9.89,2,7
1886,누나미워!,9.9,1,7
1887,사예의 식이장애 일지,9.76,2,7
1888,자작 보드게임 동아리,9.78,2,7
1889,실험학교,9.91,2,7
1890,잇츠라니타임,9.81,2,7
1891,"뭐, 좀 느리면 어때",9.44,1,7
1892,소중한 하루를 살다,9.75,2,7
1893,어느날 보청기,9.9,2,7
1894,미필은 노하이,9.86,2,7
1895,가족이되는과정,9.83,2,7
1896,국밥소녀,9.26,1,7
1897,[BL] HOLY JUNK,9.58,0,7
1898,중딩의 학교생활,8.27,2,7
1899,158동 진상부부,9.45,1,7
1900,북한의 아이,8.9,2,7
1901,두리안은 과일이 아니야!,9.47,0,7
1902,둘이서 아싸 라이프,9.56,1,7
1903,양궁부 입니다,9.73,2,7
1904,결혼잔혹사,9.77,2,7
1905,이래봬도2학년,9.76,2,7
1906,집순이에 대하여,9.78,2,7
1907,버츄얼 이온,7.73,0,7
1908,예수쟁이 다이어리,9.24,2,7
1909,일상과 망상,9.5,1,7
1910,한지붕 새가족,9.64,2,7
1911,제줌마의별하루,9.71,2,7
1912,학교가는 고등어,9.86,2,7
1913,사자머리와호깜대,9.79,2,7
1914,우리집 강아지는 복슬강아지,9.88,2,7
1915,[일상 로맨스] 그냥 선생님,9.92,0,7
1916,불손한 친구들,9.86,2,7
1917,게임에 접속했습니다!,9.77,2,7
1918,나는 0대생,9.8,2,7
1919,어쩌다 주짓수,9.71,2,7
1920,하루땃따,9.92,2,7
1921,어둠의 일상툰,9.71,1,7
1922,막내는 다 알아요!,9.79,2,7
1923,제제와 함께,9.81,2,7
1924,김작가의 오춘기 그림일기,9.86,1,7
1925,두양고 찬양,9.02,0,7
1926,고인물 연애,9.81,2,7
1927,오마이셋!!!,9.89,2,7
1928,슬기로운 재수생활,9.79,2,7
1929,겨울살이,9.85,2,7
1930,산군대잔치,9.86,2,7
1931,김치걸 밀크티보이,9.86,2,7
1932,오늘 또 후회,9.39,2,7
1933,카페 타이쿤,9.88,1,7
1934,전지적덕후시점,9.69,2,7
1935,오늘부터 G.A.B님과 함께 살게 되었습니다,8.35,2,7
1936,내일은 낯선 행성을 걷는다,9.79,2,7
1937,노른자들,9.85,0,7
1938,쪼꼼한 일기장,9.77,2,7
1939,우주n은하,9.87,2,7
1940,시바하루 (시바견의 하루),9.59,2,7
1941,방구석수필,9.94,2,7
1942,외국 in 한국,9.87,2,7
1943,예열온도 300도,7.74,0,7
1944,별을 품은 꽃,9.73,2,7
1945,우당탕 입큰이,9.77,2,7
1946,김네몽로그,9.7,2,7
1947,내 열정은 최고조!,9.56,2,7
1948,사이코 엔젤,9.12,0,7
1949,나를 위한 봄,8.98,0,7
1950,채채쓰의 웃픈일기,9.84,1,7
1951,사실은 잡지사가 되고 싶었습니다,9.57,2,7
1952,살아서 만납시다,9.86,2,7
1953,낮잠 자는 사람들,9.89,2,7
1954,그들이 사는 세상,8.8,0,7
1955,안녕오존,9.91,2,7
1956,나에게도 꽃향기가,9.73,0,7
1957,바프일기,9.7,2,7
1958,발버둥치다,9.89,2,7
1959,죽 쑨 만화,9.83,2,7
1960,얘! 알바야,9.84,2,7
1961,결혼하고 싶지 않았는데 못하게 되었다.,9.84,1,7
1962,오늘의 후기,9.78,2,7
1963,졸렬☆다이나믹,9.94,2,7
1964,집순이네 집밥,9.9,2,7
1965,생각보다 잘 자랐습니다,9.91,2,7
1966,곰팡남녀,9.9,2,7
1967,그 냉장고 안에서는,9.75,1,7
1968,하나리즈,9.0,2,7
1969,누루누루 음식만화,9.92,2,7
1970,카나와 초나의 독일,9.88,2,7
1971,나의 카이생활,9.78,2,7
1972,하루한끼 감정일기 시즌2,9.82,1,7
1973,홈 스윗 홈,9.87,2,7
1974,지극히 평범한 생활,9.91,2,7
1975,500원 토끼,9.74,2,7
1976,새하얀 나비다드,9.76,0,7
1977,교수도 사람이다,9.77,2,7
1978,휴지통,9.88,2,7
1979,나의 여름방학,9.35,0,7
1980,어시스턴트입니다,9.72,1,7
1981,윤덩까툰,9.38,2,7
1982,THE 극한가장,9.8,2,7
1983,꿀꾸리? 꿈꾸리!,8.75,2,7
1984,난편하다,9.74,0,7
1985,분노의 난임일기,9.76,0,7
1986,루저들의 산티아고,9.84,0,7
1987,로마의 법칙,9.92,2,7
1988,홍시관찰일기,9.86,2,7
1989,딴 짓이 제일 재밌어,9.78,1,7
1990,"다시, 닻별",5.88,2,7
1991,"알고 싶니 마음, #심리툰 by 팔호광장",9.78,2,7
1992,자퇴생은 그림 그려,9.62,0,7
1993,루텔,9.9,2,7
1994,직장인 다이어리,9.36,2,7
1995,"안녕, 나의 길고양이",9.84,0,7
1996,soso한 보통의,9.82,2,7
1997,주식왕고양,9.6,2,7
1998,우리네 이야기,9.74,2,7
1999,남편봇과 사는법,9.92,2,7
2000,"괜찮아, 고3이야",9.9,2,7
2001,박터틀 컴퍼니,9.46,1,7
2002,찌복툰,9.68,1,7
2003,원인탐구생활,9.89,2,7
2004,일찍 자고 일찍 일어나기,9.91,0,7
2005,마루하루,9.8,2,7
2006,소란 씨스터즈,9.7,2,7
2007,범고래아가씨,9.69,2,7
2008,그래도 하루는,9.89,0,7
2009,별님 아래 귤님,9.69,0,7
2010,깜빡깜빡,9.92,1,7
2011,수누로그,9.63,2,7
2012,봄이와,9.51,2,7
2013,게으른 고양이의 soso한 카페이야기,9.84,2,7
2014,말의 씨앗을 보는 아이,9.82,0,7
2015,"나는 오늘, 퇴사를 하였다.",9.68,0,7
2016,띵동! 도토리에요,9.77,2,7
2017,삼자대면,9.84,0,7
2018,오늘도 분홍했분홍,9.84,2,7
2019,"스물 다섯, 어디로 가야 하죠?",9.86,2,7
2020,휴르르의 개그만화 (러시아워),9.91,2,7
2021,말레이시아 리스키씨,9.89,1,7
2022,일상중의 일상툰,9.58,2,7
2023,다람쥐 란란,9.88,2,7
2024,백일고 상상클럽,9.87,1,7
2025,식봉툰,8.7,2,7
2026,뭉가툰,9.81,2,7
2027,여우신부&뱀신랑,9.7,0,7
2028,우리 어린이집 이야기,9.73,2,7
2029,궁미일기,9.78,2,7
2030,싱글맘맘이야,9.94,2,7
2031,급식으로 사는 법,8.98,2,7
2032,문어숙희숙회,9.74,0,7
2033,의대생 하루,8.87,2,7
2034,우리 카페 사장님이 이상하다,9.93,1,7
2035,어느새 대학생,9.38,2,7
2036,이게좋아,8.9,2,7
2037,칠흑의 장미,9.88,1,7
2038,무직백수 계백순,9.65,2,7
2039,신혼좀비,9.89,1,7
2040,낫론니 포레스트,9.91,2,7
2041,"네, 아직 아파요",9.53,2,7
2042,허니허니2 - 느리지만 괜찮아,9.9,2,7
2043,우주가 되는 방법,9.33,0,7
2044,여기서 한잔할래?,9.72,1,7
2045,안녕 나의 수집,9.93,1,7
2046,오늘도 냥냥냥♪,9.87,2,7
2047,니나 내나,9.85,2,7
2048,귀여움이 죄라면 너는 사형!,9.88,0,7
2049,모두의 미아씨,9.45,2,7
2050,사람 사람 사람,9.63,2,7
2051,너랑 대화 하고싶어!,9.57,0,7
2052,대학교 수감기록,9.76,2,7
2053,어쩌다 햄스터,9.74,2,7
2054,메모리얼,9.66,0,7
2055,마이툰,9.67,2,7
2056,내 어깨 위에 공룡,9.8,0,7
2057,대학원 탈출일지,9.91,2,7
2058,잘먹는 가,9.82,2,7
2059,평양냉면 완전정복,8.6,2,7
2060,떴다! 자취생,9.44,1,7
2061,아오링도쿄,9.91,2,7
2062,간보는 연애,8.67,0,7
2063,냠냠일기,9.88,2,7
2064,우리는 예상치 못하게,9.89,2,7
2065,생산직 툰,9.78,2,7
2066,벌레 이야기,9.75,0,7
2067,우당탕탕 휘삐 생존기,9.88,2,7
2068,반오십부터 그림일기,9.85,2,7
2069,돈벌다 만난사이,9.79,2,7
2070,광고감독의 발암일기,9.65,2,7
2071,헤이쟝,9.78,1,7
2072,드림걸즈,8.63,0,7
2073,하얀 하늘 꽃구름,9.89,2,7
2074,분신사가,8.77,0,7
2075,"안녕,호두",9.88,2,7
2076,좋아하는거 참으면 병나요!,9.73,2,7
2077,아스테리스크,9.89,2,7
2078,송양 게스트하우스,9.77,2,7
2079,시크릿가족,9.87,2,7
2080,소소한 일상기록툰,9.92,2,7
2081,중딩툰,9.51,2,7
2082,올어바웃 You,9.86,2,7
2083,내 매력에 퐁당,9.57,0,7
2084,마롱의 마카롱,9.86,2,7
2085,고양이식당,9.75,0,7
2086,소도시에 삽니다,9.93,2,7
2087,"결혼 후, 보통의 삶",9.9,2,7
2088,작은 집에 사는 커다란 개,9.92,2,7
2089,매일의 선물,9.86,2,7
2090,단편만화,9.27,0,7
2091,치즈범벅,9.84,2,7
2092,느린한끼,9.89,1,7
2093,절교여행,9.82,0,7
2094,사장님은 떡뽀끼!,9.65,2,7
2095,공작일보 工作日报,9.39,2,7
2096,이불 밖 달리기,9.91,2,7
2097,오사와 오폐수들,9.92,2,7
2098,단편들,9.9,0,7
2099,별종위기종,9.77,2,7
2100,여긴 불빛이 안 드는 곳이야,9.84,2,7
2101,힝구의 견생일기,9.91,2,7
2102,도곰보와 친구들,8.81,2,7
2103,이상과 현실,9.89,2,7
2104,여우자매,9.9,1,7
2105,라떼는 말이야,9.74,0,7
2106,애니메이킹,9.46,2,7
2107,나의 섭식장애 일기,9.89,2,7
2108,스크롤,8.12,0,7
2109,촌스러운 그들,9.66,2,7
2110,더 휠(The wheel in the ballroom),8.93,0,7
2111,하드오피스,9.76,0,7
2112,한 유방암 환자 이야기,9.85,2,7
2113,마샤의 인형,9.86,2,7
2114,등교하는 근식이,9.9,0,7
2115,도와줘요 사신님!,9.57,1,7
2116,뿌리네 이야기,9.77,2,7
2117,그래도 행성은 돈다,9.28,1,7
2118,직업 : 며느리,9.54,2,7
2119,이거 내 일상,9.79,2,7
2120,나랑노랑~이제는 괜찮은 이야기,9.9,2,7
2121,망했다 튀어라,9.84,2,7
2122,콩닥콩닥어린이집,9.91,2,7
2123,사서고생!,9.74,0,7
2124,오늘은 비,9.87,0,7
2125,오픈 오전 11시,9.64,0,7
2126,구나의 그랬구나,9.89,1,7
2127,고란툰,8.57,2,7
2128,쿤도덥브라더스,9.88,2,7
2129,오늘을 담다.,9.89,2,7
2130,자갈과 돌멩이,9.79,0,7
2131,밝은미래,9.82,0,7
2132,사는 게 이게 모양?!,9.75,2,7
2133,비기보이즈,8.78,0,7
2134,혼자앤피스,9.68,2,7
2135,두남자일기,9.64,2,7
2136,1인칭 외국인 시점,9.9,2,7
2137,행운을 부르는 고양이씨,9.87,0,7
2138,식사하시라요,9.23,2,7
2139,내과 박원장,9.85,2,7
2140,동글앤토실,9.87,2,7
2141,제 소원을 들어주세요!,9.9,0,7
2142,스물여섯,9.46,0,7
2143,보충수업,9.63,0,7
2144,냥만자객,9.21,2,7
2145,승무원 현실 취뽀,9.44,0,7
2146,쥐인님과 나,9.86,2,7
2147,공부할 시간,9.83,0,7
2148,연애일기,9.9,2,7
2149,휘게휘게: 혜날의 교환학생 라이프,9.61,2,7
2150,닐리리맘봉,9.9,2,7
2151,이과지옥,9.75,2,7
2152,여캠 조수희,9.4,0,7
2153,찌의일찌,9.68,1,7
2154,한 지붕 아래,9.87,0,7
2155,AI폰 아리랑,9.82,2,7
2156,방에 콕! 진댕,9.87,2,7
2157,무엇이든 그려드립니닷!,9.87,1,7
2158,고등학교 수감기록,9.73,2,7
2159,아옹아옹,9.86,2,7
2160,사쟈툰,8.68,2,7
2161,함께 할 때까지,9.65,2,7
2162,찔레꽃  그너머,9.86,0,7
2163,메리고라운드,9.87,2,7
2164,지상최강고3히어로,9.87,2,7
2165,이상한사무실,9.51,2,7
2166,미토스 리바이버,9.83,0,7
2167,개구리툰,9.19,2,7
2168,애포칼립스,9.11,2,7
2169,"오늘,응",9.78,2,7
2170,우리는 친한친구,9.36,2,7
2171,타챠노트,9.81,2,7
2172,강가네,9.9,1,7
2173,우리는한팀,9.08,2,7
2174,러브 햄츄얼리,9.7,0,7
2175,캐세랑세라,9.89,2,7
2176,계약인싸,8.88,0,7
2177,너와 나의 몰디브,9.41,2,7
2178,한 뼘 공포집,9.66,1,7
2179,서폿저택에 어서오세요,9.87,0,7
2180,주름진 사장님,9.51,1,7
2181,짜이타임,9.87,2,7
2182,타인 행성 표류기,9.65,1,7
2183,오늘도 그래고래,9.83,2,7
2184,몽글툰,9.73,1,7
2185,엑스프렌즈,9.84,2,7
2186,뿅가이,9.86,1,7
2187,86'd,9.85,2,7
2188,수영만화일기,9.85,2,7
2189,미줌툰,9.9,2,7
2190,무선혜드셋 정보툰!!,9.89,1,7
2191,흙수저를 위한 나라는 없다,9.61,1,7
2192,집에가고싶다,9.9,2,7
2193,소피아가 머리카락을 쓸어넘길 때,9.9,0,7
2194,이래서 애들은,9.89,1,7
2195,소소일기,9.61,2,7
2196,해결사,9.88,1,7
2197,달기알,9.88,2,7
2198,이름 없는 나에게,9.13,0,7
2199,모지리전,9.23,2,7
2200,봄날의 산보,9.82,2,7
2201,귀염뽀짝 애기뚱냥 뽀냥이,9.84,2,7
2202,래빗 콤바치!,9.66,2,7
2203,루커피쳐,9.89,0,7
2204,39℃,7.87,0,7
2205,천사는 야옹,9.9,1,7
2206,업사이클 다이어리,9.68,2,7
2207,누나 한입만화,9.9,2,7
2208,너어는지인짜,9.68,2,7
2209,왕립 루브리카 종합학원,9.9,2,7
2210,이상징후(異常徵候),9.85,0,7
2211,똥두,9.69,0,7
2212,날것,8.85,1,7
2213,상그미상,9.88,2,7
2214,겨까게 사랑한다,9.49,2,7
2215,이웃집 유부녀,9.9,2,7
2216,쌍둥이부부일기,9.87,2,7
2217,일주일 지구체험,9.78,0,7
2218,냥만연애툰,9.54,2,7
2219,과한가족,9.88,2,7
2220,웰시네 부부에세이,9.59,2,7
2221,무대에 서지 않지만 배우입니다,9.85,2,7
2222,양치기 소년,9.78,0,7
2223,중등 생활 보고서,8.99,2,7
2224,컷,9.66,0,7
2225,어느 남고생의 하루,9.88,0,7
2226,헬로사이공,9.88,1,7
2227,모야툰,9.68,2,7
2228,좋운날,9.9,2,7
2229,여행 다운,9.87,2,7
2230,따뜻한 나의 코코,9.9,2,7
2231,20&21세기남매,9.61,2,7
2232,알콜일기,9.88,2,7
2233,선선한 이야기,9.66,2,7
2234,설레이는 나날,9.83,1,7
2235,웹툰왕,8.89,2,7
2236,국밥왕,8.73,0,7
2237,모솔탈출 일대기,9.65,0,7
2238,가라사대,9.64,2,7
2239,3인3색 세쌍둥이,9.83,2,7
2240,가족같은회사,9.87,0,7
2241,아재소녀,9.72,2,7
2242,하아의 하루,9.77,2,7
2243,인생은 너울너울,9.65,1,7
2244,무지개다리 파수꾼,9.74,0,7
2245,빵뽀시래기,9.89,2,7
2246,이런우정,9.83,2,7
2247,쉼터에 살았다,9.9,2,7
2248,미대생 댕댕,9.85,2,7
2249,코스믹 코믹스,9.89,1,7
2250,에밀리 이야기,9.76,2,7
2251,핫차!핫차! 차나무生,9.19,2,7
2252,냥모나이트,9.82,2,7
2253,동거의 법칙,9.88,2,7
2254,개인사생활,9.63,1,7
2255,멋도모르는여자,9.82,2,7
2256,신기한 오늘,9.52,2,7
2257,오롯이 당신을 위한 식탁,9.77,2,7
2258,꿰인 탄,9.37,0,7
2259,알바생 노미래,9.36,0,7
2260,다락방을 찾아서,9.46,0,7
2261,라면순대,9.75,2,7
2262,오늘도 랄라,9.74,2,7
2263,"비차의 캘리툰, 첫 단추",9.85,0,7
2264,아버지 이야기,9.84,1,7
2265,웰캄 투 실버라이프,9.9,2,7
2266,말랑말랑 생활사,9.68,2,7
2267,여긴 어디,9.9,2,7
2268,냐아! 미술학원,9.62,0,7
2269,도니월드,8.24,2,7
2270,바(Bar),9.87,0,7
2271,순진한 로웰씨,9.85,2,7
2272,이제 오냥?,9.85,2,7
2273,조국이 당신을 원한다,9.89,0,7
2274,3번째 도막,9.86,2,7
2275,바다다람지 육지상어,9.1,2,7
2276,스투피즈,9.89,2,7
2277,오픈했어요 <매직컬 마카롱>,9.9,2,7
2278,충충의 하루,9.66,1,7
2279,긁적긁적,9.43,2,7
2280,모서리에서,9.31,2,7
2281,Tilly the spiky hands,9.88,2,7
2282,오늘 하루도 말랑멜랑,9.88,2,7
2283,현세이의 보이는 라디오,9.89,0,7
2284,향기방기 연애일기,9.65,2,7
2285,술타는청춘,9.68,2,7
2286,상어 이야기,9.44,0,7
2287,1시간 30분,9.89,0,7
2288,고양이로 살고 있습니다,9.89,2,7
2289,공대생툰,9.78,2,7
2290,스페셜 게스트,9.82,0,7
2291,푸므로 달려와,8.83,1,7
2292,"달리자, 호주!",9.78,2,7
2293,너의 언어,9.87,0,7
2294,나눠먹는 로맨스,9.7,2,7
2295,긩긩이의 평범한 일상,9.88,2,7
2296,천진난만 하루,9.9,2,7
2297,너를 만나다,9.89,0,7
2298,결혼생활 그림일기,9.9,1,7
2299,불만있어?,9.9,1,7
2300,쓰레기 머학생,9.87,2,7
2301,투명 매니큐어를 바르는 승무원,9.88,2,7
2302,철수이야기,9.89,0,7
2303,앵무새 기숙사 309호,9.88,2,7
2304,음대놈들,9.9,0,7
2305,미로의 정원,9.89,0,7
2306,수화 배우는 만화,9.85,2,7
2307,만화유치원,9.87,1,7
2308,지구를 움직이는 소년들,9.77,0,7
2309,일타쌍피 -흑-,9.81,2,7
2310,나의 작은 조,9.88,2,7
2311,오늘도 먹음머금,9.89,2,7
2312,발달일기,9.85,2,7
2313,나도 옷 잘 입고 싶다,9.89,2,7
2314,도깨비 하우스,9.81,2,7
2315,물레,9.34,0,7
2316,헛어른,9.86,2,7
2317,송사리 레볼루션!,9.85,2,7
2318,저도 편집자는 처음이라,9.6,2,7
2319,찌질이의 아프리카 라이프,9.89,1,7
2320,이상한 봄,9.62,0,7
2321,좋은개 나쁜개 이상한개,9.79,2,7
2322,아내가 임신했다,9.88,2,7
2323,여전히 일상,9.88,2,7
2324,하루와 모레,9.72,2,7
2325,여름밤에 문을 두드린 산타,9.88,0,7
2326,니하오복고,9.9,2,7
2327,백수와 갓족,9.87,2,7
2328,오! 덕후를 위하여,9.89,0,7
2329,꿀렁한 하루,9.61,2,7
2330,[세계여행이야기]World Travel Diary,9.89,2,7
2331,바보요정 웽,9.89,2,7
2332,1인 크리에이터,8.88,0,7
2333,신속한 세계,9.23,0,7
2334,언니,9.9,2,7
2335,달콤한 비밀 연애,9.67,2,7
2336,생기발랄 다이어리,9.54,2,7
2337,문지기,9.89,0,7
2338,하나(하루),9.73,0,7
2339,집에가고싶다,8.24,1,7
2340,비김 어게인 IN한국 [캐나다에도 산다 시즌 2],9.73,2,7
2341,이웃집 기린씨!,9.9,1,7
2342,SSAW,9.76,0,7
2343,부부사기단 늬우스,9.83,2,7
2344,밀웜,9.57,0,7
2345,같이 꽃길 걸을까요?,9.68,2,7
2346,오묘한 가족,9.87,2,7
2347,개남,9.89,0,7
2348,빌리다이어트,9.82,2,7
2349,스윗칵테일,9.38,2,7
2350,재미개발,9.82,2,7
2351,결혼 교과 시간,9.8,0,7
2352,회사원 채대리,9.84,2,7
2353,숲,9.9,1,7
2354,우당탕탕 학교가자!,9.76,2,7
2355,후덜덜덜 남극전자,9.84,1,7
2356,웃지않는 여자,9.8,0,7
2357,B와 당신,9.63,2,7
2358,우리 집에 최애캐!,9.78,2,7
2359,압락사스,9.3,0,7
2360,십장르,8.29,1,7
2361,여우야 여우야,9.76,2,7
2362,남동생과 누나,9.84,2,7
2363,OO마트에 놀러오세요.,9.79,1,7
2364,시월이툰,9.9,2,7
2365,가타부타타,9.85,0,7
2366,즐거운생활,8.06,0,7
2367,일단은 프리터 입니다.,9.71,2,7
2368,다 이아리,9.84,0,7
2369,인생맛집,9.9,1,7
2370,세이의 RPG,9.69,0,7
2371,찌질라이프,9.38,2,7
2372,나라면 절대 안그래,9.5,0,7
2373,예서중 유나!,9.36,2,7
2374,힘내라 봉산댁!,9.9,2,7
2375,우울의 바다,9.48,0,7
2376,헛헛하다,9.77,2,7
2377,유포리아,9.74,0,7
2378,루미인싸이드,9.87,2,7
2379,땅 보고 걷는 아이,9.88,2,7
2380,4년째 신혼일기,9.76,2,7
2381,정불고교,9.43,0,7
2382,짠이쨍아,9.67,2,7
2383,오늘도 오셨네요,9.21,2,7
2384,버찌와 나,9.88,0,7
2385,은규랑 누나랑,9.84,2,7
2386,도시소녀 귀농기,9.81,0,7
2387,인절미,9.85,0,7
2388,수채화 다이어리,9.61,2,7
2389,은근 짜릿해,9.84,2,7
2390,봉봉미엘 홍차클럽,9.9,2,7
2391,플랫다이어리,9.89,2,7
2392,블캣다이어리,9.73,2,7
2393,달콩달콩 일상,9.82,2,7
2394,유치원 신드롬,9.59,0,7
2395,러보얌♥,9.76,2,7
2396,쩜오라이프,9.87,2,7
2397,보통의 외톨이,9.87,2,7
2398,극세사탐구생활,9.85,2,7
2399,GO!라니,9.88,0,7
2400,덕후커플보고서,9.88,2,7
2401,엘리자벳 데일리,9.81,2,7
2402,퍼머넌트옐로우,9.29,2,7
2403,보람특기고등학교,9.89,1,7
2404,옴니버스 열애설,9.85,2,7
2405,어쩌다 간호사,9.75,2,7
2406,얘보단 일 잘하겠지의 '얘',9.79,2,7
2407,슬프게도 이게 내 인생,9.85,2,7
2408,아무것도 모르지만,9.8,1,7
2409,쓰레기 마일리지,9.67,2,7
2410,정스 스토리,9.4,2,7
2411,양푼비빔밥,9.79,2,7
2412,모롱하게! 뜨개하게!,9.08,2,7
2413,한글을 그리다.,9.84,2,7
2414,적절한 교환일기,9.85,2,7
2415,나는 토끼를 키운다.,9.89,2,7
2416,피곤한 직장인 일기,9.9,2,7
2417,심야알바,9.84,2,7
2418,미합중국 생존실태 보고서,9.82,2,7
2419,그남자의네일공간,9.75,1,7
2420,아빠랑 춤출래?,9.87,2,7
2421,제카y 제카툰,9.8,1,7
2422,뎐스러워,9.52,2,7
2423,인삼류,9.47,2,7
2424,"혼밥, 혼술, 혼자 사는 이야기",9.89,2,7
2425,내 여동생은 귀여워,7.12,2,7
2426,봉순이 일기,9.85,2,7
2427,오리씨와 이글군,9.85,1,7
2428,내 남친은 이세계를 구한 용사님!?,9.86,0,7
