,title,rating,format,genre
5485,이상적인 관계,9.89,0,2
5486,남자들이 나를 좋아해,9.72,0,2
5487,아무래도 좋은,9.88,0,2
5488,꿀벌과 아카시아,9.73,2,2
5489,샤카!,9.04,0,2
5490,짝사랑 기승전결,9.79,0,2
5491,스피너즈,9.58,0,2
5492,색깔전쟁,9.79,0,2
5493,빅맨,5.98,0,2
5494,박하의 효능,9.67,0,2
5495,두세기,9.74,0,2
5496,보라 (Look At Me),9.15,0,2
5497,사물놀이 -부서진 악기-,9.89,0,2
5498,모자장수 아가씨,9.75,0,2
5499,퍼머넌트옐로우,9.29,2,2
5500,신의 계약서,9.63,0,2
5501,최강의 악마,9.89,0,2
5502,사분의일,9.87,0,2
5503,재와 먼지의 시,9.79,0,2
5504,그가 내가 되었다,9.72,0,2
5505,살인마들,9.89,0,2
5506,야수와 줄리엣,9.88,0,2
5507,소녀 연대기,9.63,0,2
5508,구남친톡,9.85,0,2
5509,스트리트킹,5.51,0,2
5510,너를 그리다,9.64,0,2
5511,연고남,9.67,0,2
5512,공룡 러버즈,9.59,0,2
5513,캔버스,9.84,0,2
5514,신들을 부탁해!,9.8,0,2
5515,하루끝에,9.77,2,2
5516,알바가 아니야!,8.38,0,2
5517,마킹!!,9.25,0,2
5518,향기를 입다,9.35,0,2
5519,U.S.P.O.,9.32,0,2
5520,새을비전,9.87,0,2
5521,홍할홍할,9.85,2,2
5522,그악나천,9.52,0,2
5523,점핑오버,9.69,0,2
5524,체크메이트 더 게임,9.27,1,2
5525,열일곱,9.57,0,2
5526,더블랙LABEL,9.9,0,2
5527,최초의 다정,9.82,0,2
5528,새는 시간을 난다,9.89,0,2
5529,너에게까지 시속 100km,9.85,0,2
5530,애니멀 다이어리,9.71,0,2
5531,네가 내 천사라고?!,9.86,0,2
5532,100%의 연인,9.87,0,2
5533,송곳니 가족,9.37,1,2
5534,컬러리스트,9.85,0,2
5535,뷰티풀 맨,9.78,0,2
5536,희망사항,9.86,0,2
5537,Save Me,9.86,0,2
5538,쿨쿨상담,9.86,1,2
5539,너인 듯 네가 아닌,9.89,0,2
5540,잃어버린 시간을 드립니다,9.86,0,2
5541,계약우정,9.83,0,2
5542,인어의 연못,9.87,0,2
5543,식스틴,9.86,0,2
5544,싱글리틀파파 다이어리,9.88,2,2
5545,연애를 못하는 남자,9.85,0,2
5546,뱀프 브라더스,9.88,0,2
5547,룽과크리스,9.87,0,2
5548,피플,9.84,0,2
5549,MY 0호 팬 (마이영호팬),9.86,0,2
5550,친해져요 금봉씨,9.83,0,2
5551,요리GO,9.82,0,2
5552,바스티아 대륙이야기 -마왕의 대륙-,9.4,0,2
5553,멋지다고 해줘!,9.43,0,2
5554,대디보이,9.73,0,2
5555,나비리본,9.77,0,2
5556,그녀의 첫사랑,9.49,2,2
5557,남조선일기,9.59,1,2
5558,방백남녀,9.4,0,2
5559,홍차 리브레,9.89,2,2
5560,도깨비를 키우는 방법,9.83,0,2
5561,오늘 뭐 해먹지?,9.85,2,2
5562,난다고시원,8.95,2,2
5563,지오코소 가난뱅이,9.89,0,2
5564,적막소녀,9.86,0,2
5565,너를 들을 수 있는,9.82,0,2
5566,사냥꾼과 최형사,9.42,0,2
5567,3분의1,9.85,0,2
5568,"달콤쌉쌀,민트",9.88,0,2
5569,"그대 곁으로,",7.73,0,2
5570,겨울에 웃는 꽃,9.86,0,2
5571,내가 황제를 만났을때,9.63,0,2
5572,옥탑빵,9.9,0,2
5573,옥탑방 갑남을녀,9.87,0,2
5574,우리집,9.72,0,2
5575,마음을 훔치는 여자,9.71,0,2
5576,그대 첫사랑,9.87,0,2
5577,LOVE FIVE!,8.93,0,2
5578,루턴 -past story-,9.84,0,2
5579,옆집여대생,9.81,1,2
5580,좋아하는부분,9.87,0,2
5581,지울 수 있을까?,9.89,0,2
5582,어항속 꽃밭,9.85,0,2
5583,망상되감기,9.89,0,2
5584,너를 싫어하는 방법,9.88,0,2
5585,IDOL FAN,9.57,0,2
5586,북극의 밤,9.44,0,2
5587,데드위크 [Dead Week],9.8,0,2
5588,언원티드,9.84,0,2
5589,찬란하지 않아도 괜찮아,9.8,0,2
5590,사이클,9.88,0,2
5591,스타더스트,8.94,0,2
5592,불꽃에 휘날리다,9.85,0,2
5593,경계인,9.58,0,2
5594,달빛속에 그대가,9.87,0,2
5595,격이 다른 남자,9.86,0,2
5596,잊지 말아요,9.86,0,2
5597,제임스 널 저주해 그리고 사랑해,9.66,0,2
5598,매일 참는 남자,9.62,0,2
5599,끝과 시작,9.89,0,2
5600,에이디,9.86,0,2
5601,초하루 밤의 달맞이꽃,9.79,0,2
5602,내일,9.89,1,2
5603,트위너,9.83,0,2
5604,그냥조금불편할뿐인데,9.88,0,2
5605,행쇼,9.77,0,2
5606,"매일, 제일",9.9,0,2
5607,뱀이 앉은 자리,9.72,0,2
5608,모드스톤 살인사건,9.59,0,2
5609,꽃이 피면 우리는,9.87,0,2
5610,언더페인팅,9.89,0,2
5611,고고픽션,9.78,1,2
5612,내가 안했어요,9.83,0,2
5613,네모네모-in dosi,9.82,1,2
5614,달콤쌉싸름해,9.88,1,2
5615,화귀,9.85,0,2
5616,범인에 대하여,9.87,0,2
5617,RUN,9.79,0,2
5618,------,9.84,2,2
5619,눈꽃,9.84,0,2
5620,숨비,9.82,0,2
5621,겨울밤,9.85,0,2
5622,흐려지지만 선명하게,9.68,1,2
5623,무쇠 후라이팬,9.9,2,2
5624,로보택틱스,9.78,0,2
5625,셀프피쉬,9.87,1,2
5626,보스 인 스쿨,9.87,0,2
5627,지구인입니다,9.88,0,2
5628,우리집에 곰이 이사왔다,9.89,0,2
5629,꿀밤,9.86,0,2
5630,위 아 애니멀스,9.87,1,2
5631,금지클럽,9.72,0,2
5632,뷰티어스 인,7.45,0,2
5633,기억들,9.89,0,2
5634,소년의 신성,9.85,0,2
5635,너를 잃는 숲,9.81,0,2
5636,일코선생,9.88,0,2
5637,페이트,9.72,0,2
5638,새벽에 듣는 만화,9.86,1,2
5639,화요일에 죽는 남자,9.52,0,2
5640,떡볶이 가게 아가씨,8.64,0,2
5641,트윙클,9.52,0,2
5642,편집자,9.53,0,2
5643,레드헤링,9.55,0,2
5644,연애고자 모하나,9.85,0,2
5645,마당개의 인생,9.73,0,2
5646,빗자루도깨비 태비,9.86,0,2
5647,청춘의 모퉁이,9.85,0,2
5648,몽상가 죽이기,9.57,0,2
5649,"그 어느 날, 우리는 서로를 바라보았다",9.64,0,2
5650,마지막휴가,9.62,0,2
5651,지금은 37.2도,9.74,0,2
5652,구사일생,9.65,0,2
5653,완전범죄,9.68,0,2
5654,끝난게 아니다 (청춘은 야구&사랑),9.63,0,2
5655,너와 나의 90일,9.85,0,2
5656,산들바람,9.83,0,2
5657,차가움에게 은총을,9.83,0,2
5658,초상화,9.86,0,2
5659,촉수괴물 M,9.87,0,2
5660,폭풍의 짱빨라,8.58,0,2
5661,소녀의 마음으로,9.85,0,2
5662,UNDER UPRISE,9.81,0,2
5663,다프트기어,9.7,2,2
5664,금수저,9.85,0,2
5665,넘버그레이,9.87,0,2
5666,갱스터,9.47,0,2
5667,인생팔이청년,9.85,0,2
5668,지구의 태엽,9.85,0,2
5669,고양이가 할퀴고 간 자리,9.82,0,2
5670,모던픽션A: 삼국지 표류도시,9.82,0,2
5671,체크포인트,9.6,0,2
5672,나와 악수하는 시간,9.83,0,2
5673,에스키스,9.85,0,2
5674,모순의 남자,9.75,0,2
5675,Walking In The Dark,9.86,0,2
5676,블랙앤서,9.74,0,2
5677,19세기 비망록,9.78,0,2
5678,다이아 하트의 안내인,9.12,0,2
5679,붕어빵 육아일기,9.31,2,2
5680,연애천재,9.86,0,2
5681,"참아줘요, 마리안느!",9.41,1,2
5682,하이스쿨 히어로즈,9.77,0,2
5683,말랑하게 센티멘탈,9.81,0,2
5684,투명한 동거,9.85,0,2
5685,CAT,9.83,0,2
5686,더미,9.84,2,2
5687,찬란하게 드리우다,9.87,0,2
5688,야상곡,9.75,0,2
5689,사랑니(confused),9.86,0,2
5690,마미므메모,9.86,2,2
5691,사람교환사업,9.52,0,2
5692,홀리마운틴,9.02,0,2
5693,무브더크라우드,9.79,0,2
5694,변이,9.85,0,2
5695,안녕?위드니,9.87,2,2
5696,인수니즘 코믹스,9.79,1,2
5697,청사나이,9.84,1,2
5698,대작,9.83,0,2
5699,밑밥,9.83,1,2
5700,고민상담특별부,9.86,0,2
5701,무한몽,9.78,0,2
5702,사형제,9.88,0,2
5703,다섯개의이름,9.76,1,2
5704,오늘만 사는 토끼가면,9.82,0,2
5705,죽은자를 상대하는 방법,9.85,0,2
5706,강을 그리다,9.86,0,2
5707,SDB,9.68,0,2
5708,애원(愛怨),9.81,0,2
5709,리바이벌(Revival),9.77,0,2
5710,무의식의 숲,9.9,2,2
5711,혼원사,9.86,0,2
5712,트라우마,9.9,0,2
5713,외쳐불러 : 나머지 방송반,9.78,0,2
5714,Deep Blue,9.87,0,2
5715,왕자님을 인터뷰하는 법,9.85,0,2
5716,악마를 찾는 사람들,9.51,0,2
5717,Guarding - 그녀는 나의 웬수..,9.77,0,2
5718,1+1,9.86,0,2
5719,이별에서 우리는,9.86,0,2
5720,들개의 품위,9.85,0,2
5721,마네킹,9.85,0,2
5722,산신 [山神],9.85,0,2
5723,날로 먹는 연애,9.82,0,2
5724,환상음악단편선,9.69,1,2
5725,리바이어던,9.7,0,2
5726,미백클럽,9.68,0,2
5727,썸타임,9.86,0,2
5728,나 그리고,9.86,0,2
5729,소녀의 세계,9.85,0,2
5730,룸메이트,9.56,2,2
5731,백수탐정,9.82,0,2
5732,안즈,9.81,0,2
5733,(2부)나는엄마다,9.74,0,2
5734,안단테 노선생,9.66,0,2
5735,고기해방연합,9.85,0,2
5736,진실게임,9.85,0,2
5737,불가능한 연애,9.86,0,2
5738,만물상,9.81,1,2
5739,인버스,9.86,0,2
5740,신영웅전기,9.88,0,2
5741,해를쫓아별이된아이,9.85,0,2
5742,도나도나도나,9.88,2,2
5743,천개의 소원,9.86,0,2
5744,오빠의향기,9.85,0,2
5745,꽃자국 길,9.85,0,2
5746,에잇 뿔,9.82,0,2
5747,슬기로운 생활,9.85,0,2
5748,너라면 알까?,9.86,0,2
5749,조금 더 가까이,9.85,0,2
5750,네크로맨서,9.87,2,2
5751,뷰티풀 군바리,9.73,0,2
5752,행운의 서(書),9.87,0,2
5753,뿔뿔뿔뿔,9.82,0,2
5754,꾼,9.52,0,2
5755,One Bite Of The Apple,9.82,1,2
5756,빗자루도깨비 태비 (리메이크 전),9.85,0,2
5757,내 마음의 음유시인,9.86,0,2
5758,숨,9.86,0,2
5759,달수이야기,9.86,0,2
5760,그 섬에 바보들이 산다,9.83,0,2
5761,여도지죄,9.83,0,2
5762,꽃보다 찬란한,9.75,0,2
5763,공복의 저녁식사,9.85,0,2
5764,외모지상주의,9.86,0,2
5765,유리구두의 비밀,9.76,1,2
5766,EMPIRE(제국),9.6,0,2
5767,모아세 (모두가 아름다워진 세상),9.86,0,2
5768,밴디지!,9.68,0,2
5769,몽유병,9.72,0,2
5770,아내의 그녀,9.86,0,2
5771,건축카페 종이집,9.75,1,2
5772,Mrs. Alice,9.81,0,2
5773,(핫샷)HOTSHOT[?],9.75,0,2
5774,설레는 기분,9.85,0,2
5775,위기의 범죄자,9.86,0,2
5776,블랙,9.49,0,2
5777,봄여름가을겨울 떡집,9.75,0,2
5778,Princess of Dream,9.85,0,2
5779,스톰힐 다이어리,9.86,0,2
5780,마지막 피터팬,9.85,0,2
5781,씁쓸남 유남생,9.81,2,2
5782,리솔루토,9.73,0,2
5783,코기의 취향,9.85,0,2
5784,Two Coffins (투카핀스),9.64,0,2
5785,비비디 바비디 덕,9.82,0,2
5786,특허소년,9.87,0,2
5787,청춘거지클럽,9.78,0,2
5788,애플시나몬,9.86,0,2
5789,동양의 색,9.78,0,2
5790,은빛 고릴라,9.59,0,2
5791,윈터우즈,9.86,0,2
5792,달이 빛나는 밤에,9.78,0,2
5793,7번국도아이,9.81,0,2
5794,도전!만화가!!,8.8,0,2
5795,어느 토요일 밤의 무지개,9.81,0,2
5796,현악 4중주 - 콰르텟,9.56,0,2
5797,펄스나인,9.49,0,2
5798,"나비, 물고기",9.81,0,2
5799,마음을 전해 드립니다.,9.83,0,2
5800,최고의 콤비,9.8,0,2
5801,코크싸이더,9.75,0,2
5802,동물소대,9.39,0,2
5803,오나미,7.42,0,2
5804,우리들의 다섯걸음,9.62,0,2
5805,겨울X거울,9.55,0,2
5806,히키(HicKey),9.85,0,2
5807,시간선 完,9.8,0,2
5808,고스트 컴퍼니,9.85,0,2
5809,행월이야기,9.72,0,2
5810,갱스타즈(Gangstaaz),9.64,0,2
5811,썸씽,9.86,0,2
5812,마더어스,9.49,0,2
5813,마녀수업,9.86,0,2
5814,DAWN 여명 - 트와일라이트 2부,9.85,0,2
5815,길리,9.87,0,2
5816,아무래도 좋은 이야기,9.67,2,2
5817,"멀리서 보면, 푸른 봄",9.85,0,2
5818,심해의 조각들,9.79,0,2
5819,살인자,9.85,0,2
5820,흉터,9.86,0,2
5821,IF,9.57,0,2
5822,아첼레란도,9.76,0,2
5823,다미:고!,9.86,0,2
5824,스너프 게임,9.49,0,2
5825,늘 푸른 찻집,9.85,0,2
5826,나는 귀신과 결혼했다,9.51,0,2
5827,월한강청록,9.86,0,2
5828,재온,9.79,1,2
5829,"앵두야, 연애하자",9.85,0,2
5830,스위치히터,9.69,0,2
5831,취급주의,9.72,0,2
5832,LOVE FICTION,9.73,0,2
5833,원 뿔러스 원,9.84,0,2
5834,윈드브레이커,9.85,0,2
5835,묘진전,9.86,0,2
5836,평범한 8반,9.61,0,2
5837,백스쿨,9.31,0,2
5838,오블리비언,9.85,0,2
5839,릴리 키스(Lily Kiss),9.74,0,2
5840,피아타,9.75,0,2
5841,샌드위치를 먹다,9.62,0,2
5842,뉴클리어맨,9.63,0,2
5843,나는엄마다,9.83,0,2
5844,25세 요술공주,9.76,0,2
5845,신의 언어,9.84,0,2
5846,1 Push H,9.86,0,2
5847,안녕！후식맨,9.83,2,2
5848,조선의함대,9.56,0,2
5849,달세즈,9.86,0,2
5850,어나더 월드,9.85,1,2
5851,뮤지션,9.8,0,2
5852,곰돌이와 길냥이,9.79,0,2
5853,아이들은 즐겁다,9.86,0,2
5854,땅 끝에서,9.85,0,2
5855,천하무적 칠남매,9.75,1,2
5856,연애혁명,9.86,0,2
5857,어둠이 스러지는 꽃,9.86,0,2
5858,Dead to the world,9.85,0,2
5859,"소년, 남자의 이름으로",9.83,0,2
5860,김강우이야기,9.78,0,2
5861,블로섬 데이즈,9.8,0,2
5862,마들레느가 9번지,9.72,0,2
5863,버츄얼 패밀리,9.84,0,2
5864,커튼콜 아래그랑,9.83,0,2
5865,[좀비]이게무슨일?,9.4,0,2
5866,바보들의 정원,9.78,0,2
5867,사계절 마법소녀,9.8,0,2
5868,호밀밭의 하수군,9.74,0,2
5869,세상의 아이들,9.8,0,2
5870,왕이 산다,9.81,0,2
5871,다시 돌아오는 버스,9.69,0,2
5872,나의날,9.83,0,2
5873,독신으로 살겠다,9.74,0,2
5874,워닝사인,9.79,0,2
5875,스펙트럼 분석기,9.85,0,2
5876,유랑민족,9.83,0,2
5877,스페셜 에이전트 이설,9.52,0,2
5878,실연소녀,9.89,0,2
5879,호랑 호랑이,9.44,2,2
5880,seedling,9.83,0,2
5881,초월(超越),9.79,0,2
5882,백수 (百壽),8.74,0,2
5883,원각주,9.81,0,2
5884,세상에서 가장 행복한 고양이,9.86,0,2
5885,힛온,9.85,0,2
5886,비행소년,9.5,0,2
5887,오늘의 끝에서 내일을 보다,9.69,0,2
5888,아빠를 찾습니다.,9.79,0,2
5889,플라잉 스쿼럴 걸,9.77,0,2
5890,포션 매니아,9.8,0,2
5891,동거,9.8,0,2
5892,라면이야기,9.49,0,2
5893,데스티니,9.8,0,2
5894,파르카이,9.8,2,2
5895,문아(問我),9.76,1,2
5896,잡았다,9.67,0,2
5897,선인장과 라디오,9.75,2,2
5898,스토커,9.77,0,2
5899,인디언,9.76,0,2
5900,내 담당일진!,8.07,0,0
5901,내 여사친은 투명인간!,9.17,2,0
5902,이프위,9.85,2,0
5903,사랑비,8.5,1,0
5904,Baby Boy Brother,9.75,0,0
5905,성별역전,9.69,0,0
5906,"청월, 물에 비친 달",9.17,0,0
5907,내가 누구냐 묻거든,8.53,0,0
5908,베텔게우스,9.6,0,0
5909,이상낙원,9.89,0,0
5910,원래부터 아무것도 없었던 세계,9.84,2,0
5911,여우말고 알바생?!,9.72,0,0
5912,나만 모르는 이야기,9.72,0,0
5913,[일상 로맨스] 그냥 선생님,9.92,0,0
5914,고백점프!,9.75,0,0
5915,연애 의학,9.01,0,0
5916,배반을 모르는 푸른 꽃을 위하여,9.59,0,0
5917,두양고 찬양,9.02,0,0
5918,패러렐 필름,9.57,0,0
5919,여신님의 키링남은 불로불사!?,9.49,0,0
5920,상지은 하시원,8.88,0,0
5921,런어웨이,9.8,0,0
5922,이 결혼을 막아라,9.91,0,0
5923,예열온도 300도,7.74,0,0
5924,별을 품은 꽃,9.73,2,0
5925,같은 반 남자애,9.05,0,0
5926,BL작가 화이팅!,8.57,0,0
5927,나를 위한 봄,8.98,0,0
5928,네일을 향해 쏴라,8.94,0,0
5929,세상은 그대를 중심으로,9.59,0,0
5930,별새의 여행자,9.0,0,0
5931,우리반 여신,9.48,2,0
5932,너와 가까워지는 거리,9.72,0,0
5933,너는 나의 2%,9.9,0,0
5934,다 홀로 집에,9.31,0,0
5935,너만 바라 봄,9.51,0,0
5936,좋은 꿈 꿔,8.76,0,0
5937,새벽녘 그늘에 피어난,9.77,0,0
5938,죽음과 동화,9.87,0,0
5939,나의 대주주가 되어주오,9.67,0,0
5940,지새는 밤,9.79,0,0
5941,소녀순백,9.32,0,0
5942,여자가 좋아,9.79,0,0
5943,새하얀 나비다드,9.76,0,0
5944,지구젤리,8.77,1,0
5945,소라비의 잡화점,9.83,0,0
5946,죽어도 좋아해요,9.44,0,0
5947,꿈에서 만나요,9.8,0,0
5948,봄이 자주 오는 이유,8.56,0,0
5949,너로 인해 꿈을 꾼다,9.67,0,0
5950,8470원만 주면 KISS 해주는 놈,9.6,0,0
5951,평범한 도화살,9.23,0,0
5952,1억 받고 고백하기,9.84,0,0
5953,백설공주와 마녀의 계약,9.55,0,0
5954,거울 속 정원,8.43,0,0
5955,줄을 끊는 인형,9.28,0,0
5956,고막남친,9.44,0,0
5957,범고래아가씨,9.69,2,0
5958,궁궐의 맛,9.83,0,0
5959,옥탑방 고양이,9.6,0,0
5960,별님 아래 귤님,9.69,0,0
5961,마이데이,9.7,0,0
5962,1년 동안 잘 부탁해!,9.51,0,0
5963,미스터리 록앤 시트러스,9.69,0,0
5964,마녀의 키스,9.61,0,0
5965,팬 건 네가 처음,8.89,0,0
5966,사람이라호,9.32,0,0
5967,낭랑 18세,9.84,0,0
5968,렌즈빨 홍석순,9.55,0,0
5969,자고싶어,9.19,0,0
5970,만월에 핀 연꽃,9.68,0,0
5971,여우신부&뱀신랑,9.7,0,0
5972,티레시아스,9.85,0,0
5973,복숭아 꽃이 피었습니다,9.65,0,0
5974,단순자살입니다.,9.84,0,0
5975,솔의 일기,9.8,0,0
5976,그리고 아무 일도 없었다.,9.82,0,0
5977,피카부!,9.4,0,0
5978,백작저를 나가야 하는 이유,9.81,0,0
5979,고로나 바이러스,8.95,0,0
5980,코코피시방,9.61,2,0
5981,하루의 하늘,9.4,0,0
5982,오 사장님은 상사병,9.71,0,0
5983,고냥고냥,9.9,0,0
5984,곰인형 좋아하세요?,9.14,0,0
5985,최악의 구원자,8.14,0,0
5986,Twins Love Story (트윈스 러브 스토리),9.86,0,0
5987,왕과 그림자와 여자,9.76,0,0
5988,남사친의 정의,9.77,0,0
5989,너랑 대화 하고싶어!,9.57,0,0
5990,악괴를 잡아 너를 지키겠습니다.,9.5,0,0
5991,숲속의 성,9.88,0,0
5992,[GL] 유빈이는 기여운데,9.6,0,0
5993,종이를 주웠다,9.66,0,0
5994,꽃샘바람,9.55,0,0
5995,미친 꽃은 답도 없다,9.67,0,0
5996,시간과 사연,9.8,0,0
5997,너는 나의 나는 너의 수호천사,9.88,0,0
5998,나의 별에게,9.88,0,0
5999,이런 소설 같은 사랑!,9.77,0,0
6000,어둠의 창 번외편-토아 이야기,9.56,0,0
6001,"77년생, 열아홉",9.48,0,0
6002,호랑이비,9.46,0,0
6003,내 매력에 퐁당,9.57,0,0
6004,재워주는 사이,9.72,0,0
6005,주파수,9.4,2,0
6006,제네틱 아이러니,8.39,0,0
6007,마이웨이수호신,9.16,0,0
6008,주말엔 보랏빛 향기,9.72,0,0
6009,"안녕, 앨리스",9.83,0,0
6010,다음 생도 신이 되겠습니다.,9.3,0,0
6011,개판오분전,9.66,0,0
6012,현피뜨던사이,9.54,0,0
6013,러브 유어 시스터,9.82,0,0
6014,환생 세탁소,9.78,0,0
6015,사랑하는 계절,9.73,0,0
6016,성녀가 아니라 마녀였습니다!,9.73,0,0
6017,장르 섞인 만화,9.75,2,0
6018,나만 모르는 연애,8.39,0,0
6019,클로저,8.86,0,0
6020,내 계절에 있어줘,9.87,1,0
6021,여긴 불빛이 안 드는 곳이야,9.84,2,0
6022,두번째 나에게,9.73,0,0
6023,화이트데이,9.24,0,0
6024,천사의 학교,9.31,0,0
6025,하이스쿨 콤플렉스(마이동풍),9.64,0,0
6026,열여섯과 스물 그 사이,9.05,0,0
6027,너나들이,9.87,0,0
6028,천년나무 그늘에는 도깨비가 있다,9.39,0,0
6029,미친 공작을 길들여버렸다,8.65,2,0
6030,F I X,9.34,0,0
6031,마왕이 되는 방법,9.84,0,0
6032,밤을 거둔 신기루는,9.87,0,0
6033,행복을 찾다.,9.62,0,0
6034,당신의 꿈속으로 입장합니다,8.84,2,0
6035,손 안의 너,9.84,0,0
6036,소녀와 동박새,9.71,0,0
6037,케어시트,9.7,0,0
6038,중간계 사우나,9.81,0,0
6039,맛있는 남자,9.88,0,0
6040,모노톤 책꽂이,9.29,1,0
6041,나의 스위치 메이트,9.89,0,0
6042,서울신이전,9.52,0,0
6043,오늘은 비,9.87,0,0
6044,거울 공주,9.84,0,0
6045,전지적 악녀 시점,8.87,0,0
6046,백작가의 상인,8.61,0,0
6047,밝은미래,9.82,0,0
6048,루머의 법칙,9.76,0,0
6049,올림포스 랩소디,9.73,0,0
6050,사지선다,9.78,0,0
6051,자체공강,9.86,0,0
6052,빨간맛 로맨스,9.85,0,0
6053,남주만 9명?!,9.63,0,0
6054,연애일기,9.9,2,0
6055,썸라대왕,9.52,0,0
6056,저는 용사님이 아닌데요!,9.63,0,0
6057,Jun과 나,9.89,0,0
6058,팬시x팬시,9.65,0,0
6059,"지몽, 선 너머의 나",9.6,0,0
6060,햇살 주인공을 악당으로 키워버렸다,9.79,0,0
6061,뫼비우스의 소설,9.77,0,0
6062,남의 사랑 이야기,9.8,0,0
6063,여자 공수혁,9.89,0,0
6064,연기는 처음인데요?!,9.59,0,0
6065,너와 나의 하늘색,9.7,0,0
6066,사랑의 헌옷수거함,9.74,0,0
6067,다 정한 꿈,9.74,0,0
6068,피지 않는 꽃,9.84,0,0
6069,오늘의 컨셉,9.52,0,0
6070,포로롱 포롱,9.85,0,0
6071,로맨스를 찾아줘,9.76,0,0
6072,공원여행,9.18,0,0
6073,그들의 사정,9.04,0,0
6074,그녀의 시크릿 사운드,9.81,0,0
6075,청춘갱신,9.69,0,0
6076,너와 나의 몰디브,9.41,2,0
6077,나타나주세요!,9.54,0,0
6078,내 룸메이트는 마네킹,9.81,0,0
6079,니사정 내사정,9.2,0,0
6080,연습생 고영신,9.85,0,0
6081,너는 내게,9.89,0,0
6082,목소리의 그늘,9.9,0,0
6083,폭렬!! 극강초맹반,9.57,0,0
6084,쓰지만 달콤해,9.13,0,0
6085,원스 인 어 블루문,9.82,0,0
6086,지나치게 달콤한,9.85,0,0
6087,A girl like alien,9.82,0,0
6088,용사 신드롬!,9.59,0,0
6089,루커피쳐,9.89,0,0
6090,CAFE_쉬어가게,9.78,0,0
6091,비공략 캐릭터를 공략하는 방법,9.25,0,0
6092,빨간 물고기,9.89,0,0
6093,달맞이꽃,9.82,0,0
6094,풋내기들,9.53,0,0
6095,웨일즈,9.9,0,0
6096,오마이갓,9.58,0,0
6097,52번지 몬스터,9.61,0,0
6098,별의아씨,9.59,0,0
6099,성장통 소나타,9.89,0,0
6100,"불편해요, 선배님!",9.9,0,0
6101,양치기 소년,9.78,0,0
6102,쏘 판타지,9.88,0,0
6103,룩앤미,9.53,0,0
6104,이온,9.73,0,0
6105,후르츠렌즈!,9.79,0,0
6106,연애문학,9.56,0,0
6107,두 번째 문리버,9.77,0,0
6108,어른이,9.68,0,0
6109,벨시토,9.77,2,0
6110,이별의 플라시보,9.77,0,0
6111,노바,9.83,0,0
6112,나의 수상한 행성,9.84,0,0
6113,신의 마녀,9.87,0,0
6114,여름의 퀄리아,9.2,0,0
6115,LIVE 썸&쌈,9.43,0,0
6116,진짜 다 이루어줘,9.15,0,0
6117,손근손근,8.67,0,0
6118,달콤포근 베이커리,9.79,0,0
6119,오십과 오십의 세계,9.86,0,0
6120,오버사이즈러브,9.71,0,0
6121,종이비행기를 날리면,9.83,0,0
6122,솔로의 연애,9.89,2,0
6123,알바생 노미래,9.36,0,0
6124,헤어지는 시간,9.33,0,0
6125,신선님과 함께,9.88,0,0
6126,옆집에 신이산다,9.72,0,0
6127,엘레노이 아타락시아,9.87,0,0
6128,블러드문,9.74,0,0
6129,무감각자들,9.63,0,0
6130,건곤일척 아랑전,9.58,0,0
6131,시선의차이,9.41,0,0
6132,랜드라이프,9.89,0,0
6133,별을 삼킨 너에게,9.67,0,0
6134,해피엔딩을 위하여,9.45,0,0
6135,괴신,9.85,0,0
6136,아베 마리아,9.87,0,0
6137,라스가에!,9.89,2,0
6138,내게 거짓말을 해봐,8.68,0,0
6139,환상법사,9.47,0,0
6140,시월의 로맨스,9.17,0,0
6141,널 마주할 용기눈,9.15,0,0
6142,반연(絆緣),9.9,0,0
6143,바다다람지 육지상어,9.1,2,0
6144,체리블로섬,9.89,0,0
6145,휘슬링,9.53,0,0
6146,내 이름을 불러줘,9.7,0,0
6147,급식이조아,8.81,0,0
6148,여우비 전설,8.92,0,0
6149,익숙한 땅콩들,9.84,1,0
6150,스쿨워터,9.81,1,0
6151,EQ,9.77,0,0
6152,비밀의 화분,9.6,0,0
6153,1시간 30분,9.89,0,0
6154,영웅 소녀,9.15,0,0
6155,보이지 않는 사람,9.1,2,0
6156,헬로도사,9.82,2,0
6157,나 좀 내버려둬!,9.68,0,0
6158,너의 언어,9.87,0,0
6159,바닷속의 춘향,9.78,0,0
6160,스타의 학교생활,9.76,0,0
6161,나눠먹는 로맨스,9.7,2,0
6162,오늘은 꼭 고백할 거야!,9.88,0,0
6163,러비스,9.79,0,0
6164,너를 만나다,9.89,0,0
6165,하나밖에 안 보여!,9.88,0,0
6166,불러줘 내 이름만,9.88,0,0
6167,어느새스며든,9.59,0,0
6168,기다림의 미학,9.54,0,0
6169,자게 해줘!,9.51,0,0
6170,연애노트,8.83,0,0
6171,신 별주부전,9.9,0,0
6172,완벽한 이별,9.79,0,0
6173,9등급 뒤집기,8.55,0,0
6174,안단테,8.69,0,0
6175,보급형 콤플렉스,9.86,0,0
6176,리프로듀싱,9.6,0,0
6177,신선비,9.88,0,0
6178,세모와 동그라미,9.86,0,0
6179,오! 덕후를 위하여,9.89,0,0
6180,파도를 삼킨 어항,9.75,0,0
6181,인더하우스,9.84,0,0
6182,조금 수상한 연애시뮬레이션,9.83,2,0
6183,안단테,9.76,0,0
6184,오늘도 사랑하세요,9.89,0,0
6185,꼬맹이를 부탁해!,9.89,2,0
